"subj" "trial" "cond" "Initiation Time" "Mean Gaze" "Nr. Fixation" "Mean Saccade" "Entropy" "Latency Body" "First Fixation Body" "Total Fixation Body" "Mean Gaze Body" "Proportion Fixation Body" "Latency Object" "First Fixation Object" "Total Fixation Object" "Mean Gaze Object" "Proportion Fixation Object" "Latency Face" "First Fixation Face" "Total Fixation Face" "Mean Gaze Face" "Proportion Fixation Face" "Task" "Saliency" "Turbulence" "Complexity" "Clutter" "Feature Congestion" "Fixation Area"
12 5 3 166 130 6 143.092666416099 10.7297369383214 0 0 0 0 0 16 150 478 159.333 0.613 428 102 302 100.667 0.387 "Search" 250.965835 3.43183435112405 0.483221999432734 "Clu" 3.30489 1.05700863665245
16 5 3 46 200.315789473684 19 250.616536986048 11.6369423722619 72 334 1630 232.857 0.428 8 38 1186 169.429 0.312 436 162 990 198 0.26 "Search" 269.047247894737 10.9850612399286 0.575959232956441 "Clu" 3.30489 3.20073427630921
20 5 3 386 273.333333333333 6 312.360951677057 11.0682554582881 8 378 536 268 0.327 428 166 622 207.333 0.379 660 482 482 482 0.294 "Search" 247.342065 3.98898404656427 0.498667498662983 "Clu" 3.30489 1.05700863665245
24 5 3 426 165.111111111111 9 283.203519193779 11.2589640836489 0 0 0 0 0 8 418 1036 172.667 0.697 464 38 450 150 0.303 "Search" 278.313918888889 5.53119120250482 0.578228033965627 "Clu" 3.30489 1.48407294225924
5 5 4 410 275.333333333333 18 253.01391616817 11.5089300938973 8 402 1980 330 0.4 448 186 2722 247.455 0.549 5512 254 254 254 0.051 "Search" 233.560052777778 10.4197904413446 0.531039344888714 "Clu" 3.30489 2.6547059703735
9 5 4 474 194.190476190476 21 245.588807306009 11.955844792567 8 466 826 275.333 0.203 712 170 3040 190 0.745 528 134 212 106 0.052 "Search" 222.387183809524 11.4819081879065 0.543571207596598 "Clu" 3.30489 3.60598192043017
13 5 4 234 190.857142857143 28 214.16393080086 12.3075423720677 8 226 1128 188 0.211 488 178 4018 191.333 0.752 5432 198 198 198 0.037 "Search" 215.083594285714 15.682161026034 0.5847358083214 "Clu" 3.30489 4.85305722542745
17 5 4 382 215.44 25 195.357636857397 11.8321245633842 8 374 2070 230 0.384 640 146 3004 214.571 0.558 416 170 312 156 0.058 "Search" 234.887982 13.2587840063105 0.519011585212269 "Clu" 3.30489 3.97564623320114
21 5 4 450 191.555555555556 18 175.209083085588 11.6463712620165 8 442 974 324.667 0.282 512 222 2436 174 0.706 4072 38 38 38 0.011 "Search" 255.736822222222 10.1755447144663 0.545025251556554 "Clu" 3.30489 2.81105129955333
25 5 4 446 192 12 165.474964433333 11.3062812609598 8 438 644 322 0.28 496 154 1546 171.778 0.671 2440 114 114 114 0.049 "Search" 237.027680833333 6.11662769006199 0.509327205752906 "Clu" 3.30489 1.97003145969165
5 6 1 370 216.666666666667 6 171.936893190388 10.8604699599035 428 134 468 234 0.36 8 362 832 208 0.64 0 0 0 0 0 "Search" 303.546883333333 3.29830295849952 0.431147205816007 "Min" 2.188818 0.95971603204903
9 6 1 242 202.4 10 171.925468553966 11.2715147990095 1188 494 494 494 0.244 8 234 1530 170 0.756 0 0 0 0 0 "Search" 252.304182 5.42624485127619 0.466772012076541 "Min" 2.188818 1.76168106108742
13 6 1 474 198.4 10 220.882383282046 11.2661968212698 520 98 538 179.333 0.271 8 466 1446 206.571 0.729 0 0 0 0 0 "Search" 294.963374 5.46706684579645 0.462536881922363 "Min" 2.188818 1.76168106108742
17 6 1 394 224.4 10 205.399137759447 11.0836457669383 448 98 652 163 0.291 8 386 1592 265.333 0.709 0 0 0 0 0 "Search" 285.369571 5.24392329448224 0.421362887553624 "Min" 2.188818 1.5405675653018
21 6 1 386 257 12 207.667746887604 11.6703836488755 1112 298 922 307.333 0.299 8 378 1960 245 0.636 3364 202 202 202 0.065 "Search" 247.690688181818 6.92377718343841 0.540223081546013 "Min" 2.188818 2.1140172733049
25 6 1 42 193.555555555556 9 158.302126749336 10.9173257454651 16 26 480 240 0.276 56 110 1262 180.286 0.724 0 0 0 0 0 "Search" 285.06461 4.82945594188108 0.427522306315772 "Min" 2.188818 1.38760404300433
1 6 2 462 256.8 10 198.918520359529 11.2990622252094 1140 542 730 243.333 0.284 8 454 1712 285.333 0.667 544 126 126 126 0.049 "Search" 273.762532 4.53847881148942 0.383898537376317 "Min" 2.188818 1.76168106108742
6 6 2 450 259.684210526316 19 249.309646233379 11.7608043375024 484 298 1462 292.4 0.296 8 442 3472 248 0.704 0 0 0 0 0 "Search" 282.090728333333 10.6174057533556 0.508206315104058 "Min" 2.188818 3.21998515180955
10 6 2 170 196.4 10 181.600224650128 11.1960355861301 560 198 348 174 0.177 8 162 1616 202 0.823 0 0 0 0 0 "Search" 268.59998 4.90546150236764 0.411663590602905 "Min" 2.188818 1.76168106108742
14 6 2 394 195.5 24 153.469048182037 11.774342262904 436 130 1006 201.2 0.214 8 386 3686 194 0.786 0 0 0 0 0 "Search" 268.325538695652 10.4492535881756 0.38327322513911 "Min" 2.188818 3.29358905395052
18 6 2 382 237.6 20 286.546001951531 11.677991542493 3296 278 542 180.667 0.114 8 374 3900 243.75 0.821 1920 310 310 310 0.065 "Search" 268.323118888889 8.15623099546588 0.340110845815346 "Min" 2.188818 3.25460048024757
22 6 2 378 196.857142857143 7 213.783572206174 11.013382297899 0 0 0 0 0 8 370 1378 196.857 1 0 0 0 0 0 "Search" 252.17593 2.39181622672199 0.24408477005247 "Min" 2.188818 1.23317674276119
3 6 3 474 202.235294117647 17 237.587143701822 11.3855776018635 1012 114 328 164 0.095 8 466 3110 207.333 0.905 0 0 0 0 0 "Search" 241.507448294118 8.57370539592617 0.45263194089931 "Clu" 2.888043 2.86918396595661
7 6 3 402 287.846153846154 13 204.886455369437 11.1861805594734 940 150 1732 433 0.463 8 394 1784 223 0.477 4004 226 226 226 0.06 "Search" 256.340058461538 7.2813112574243 0.528521122700357 "Clu" 2.888043 2.19176322354395
11 6 3 162 168.857142857143 7 205.836108891321 10.9726187137277 588 194 324 162 0.274 8 154 858 171.6 0.726 0 0 0 0 0 "Search" 269.900622857143 4.00125413915609 0.479465278515054 "Clu" 2.888043 1.23317674276119
15 6 3 22 129.111111111111 9 151.678273334364 11.038877167471 720 154 154 154 0.133 8 14 1008 126 0.867 0 0 0 0 0 "Search" 250.879594444444 5.02134694969118 0.493329105408798 "Clu" 2.888043 1.58551295497867
19 6 3 390 268.666666666667 9 293.151511463129 11.1834982527995 624 146 568 284 0.235 8 382 1850 264.286 0.765 0 0 0 0 0 "Search" 230.496768888889 4.32868065396859 0.40146017430014 "Clu" 2.888043 1.49584197071843
23 6 3 294 171.818181818182 11 181.209910611885 11.2496599165798 544 170 696 174 0.368 8 286 1194 170.571 0.632 0 0 0 0 0 "Search" 248.932869090909 5.92357848259622 0.495606535779115 "Clu" 2.888043 1.93784916719616
4 6 4 414 255.575757575758 33 151.207329673582 11.3295833754236 664 242 2618 238 0.31 112 302 5816 264.364 0.69 0 0 0 0 0 "Search" 239.591202424242 16.0895420605712 0.452674506404479 "Clu" 2.888043 2.78605231210399
8 6 4 394 216.947368421053 38 180.388081713653 11.7398133851752 584 158 680 170 0.082 8 386 7564 222.471 0.918 0 0 0 0 0 "Search" 238.948100529412 15.0231677735519 0.389043417948508 "Clu" 2.888043 5.3105874978467
12 6 4 42 162.888888888889 9 104.156708430933 10.8066719364315 828 162 348 174 0.237 8 34 1118 159.714 0.763 0 0 0 0 0 "Search" 225.905724444444 4.2048681966015 0.377371491557442 "Clu" 2.888043 1.58551295497867
16 6 4 374 268.769230769231 52 200.853924358875 11.6211076507733 2100 270 730 243.333 0.052 8 366 13246 270.327 0.948 0 0 0 0 0 "Search" 155.78019868 17.1255002215735 0.337616842177835 "Clu" 2.888043 6.09217652275462
20 6 4 362 268.461538461538 13 340.184948551559 11.5129361520822 3996 134 134 134 0.038 8 354 3356 279.667 0.962 0 0 0 0 0 "Search" 248.319225833333 7.55583971490517 0.557110179747484 "Clu" 2.888043 2.04578329744845
24 6 4 430 200 40 136.641657703814 12.0151107689845 508 106 922 184.4 0.115 24 406 6888 202.588 0.861 2548 190 190 190 0.024 "Search" 247.857285277778 14.3866419659043 0.396321846961411 "Clu" 2.888043 5.89630333987889
4 7 1 26 154 10 248.252493177543 11.0975034646783 640 158 158 158 0.103 8 18 1382 153.556 0.897 0 0 0 0 0 "Search" 175.167349 3.65713075579936 0.27958680615726 "Min" 2.669137 1.46982185481587
8 7 1 390 209.666666666667 12 242.227988773115 11.3500117359936 536 206 828 207 0.329 24 366 1108 184.667 0.44 768 490 580 290 0.231 "Search" 211.213688454545 6.89144180279547 0.492199719401936 "Min" 2.669137 2.1140172733049
12 7 1 130 152.857142857143 7 158.316966239721 10.5865062338923 604 130 130 130 0.121 8 122 802 160.4 0.75 756 138 138 138 0.129 "Search" 227.395432857143 3.34089678141913 0.379270664073939 "Min" 2.669137 1.23317674276119
16 7 1 406 228.933333333333 15 179.915490055506 11.2454704136344 1368 218 218 218 0.063 8 398 2598 236.182 0.757 656 142 618 206 0.18 "Search" 224.4034718 6.90997503572045 0.399004928614666 "Min" 2.669137 2.35731650363822
20 7 1 418 282 6 334.870024680504 10.8351297232647 0 0 0 0 0 8 410 1692 282 1 0 0 0 0 0 "Search" 187.505329 2.35137525716348 0.267251532229898 "Min" 2.669137 1.05700863665245
24 7 1 422 168.222222222222 9 199.745599087282 10.9835897646897 988 134 134 134 0.089 8 414 1380 172.5 0.911 0 0 0 0 0 "Search" 167.810917222222 4.86719626986392 0.427522306315772 "Min" 2.669137 1.58551295497867
5 7 2 450 251 12 179.457315474617 10.9737599085304 848 162 506 168.667 0.168 8 442 2506 278.444 0.832 0 0 0 0 0 "Search" 182.996250083333 4.72584585932804 0.3710678366784 "Min" 2.669137 2.02768334667278
9 7 2 562 240.8 10 219.771285213087 10.9442682897842 920 106 380 190 0.158 8 554 1786 255.143 0.742 628 242 242 242 0.1 "Search" 197.9089297 4.76041720339313 0.432146910791738 "Min" 2.669137 1.49396885482131
13 7 2 206 204.086956521739 23 192.769040846763 11.0477084538976 788 194 932 233 0.199 8 198 3762 198 0.801 0 0 0 0 0 "Search" 195.7990116 10.7096004077661 0.419313847456078 "Min" 2.669137 3.00972942321744
17 7 2 378 182 11 354.972202344871 10.9553470499688 720 206 668 167 0.334 8 370 1292 215.333 0.645 1336 42 42 42 0.021 "Search" 215.672903333333 5.64578337140146 0.412405008337859 "Min" 2.669137 1.93784916719616
21 7 2 418 255.642857142857 56 142.445542854508 11.9372226093505 660 210 1916 239.5 0.134 8 410 11728 254.957 0.819 8024 210 672 336 0.047 "Search" 179.315905839286 25.9259318848016 0.477454965974926 "Min" 2.669137 6.80939734011498
25 7 2 482 250 15 247.513128019863 11.0805728496688 1004 322 654 218 0.174 8 474 3096 258 0.826 0 0 0 0 0 "Search" 203.972433066667 8.7003026831703 0.52318162716112 "Min" 2.669137 2.21645346340327
1 7 3 462 199.714285714286 7 224.191917660181 10.8822340479848 0 0 0 0 0 8 454 1398 199.714 1 0 0 0 0 0 "Search" 184.54643 3.80454384491003 0.385931907762131 "Clu" 3.163247 1.23317674276119
6 7 3 430 434.533333333333 15 346.633798364749 11.0749190306149 0 0 0 0 0 8 422 6212 443.714 0.953 860 306 306 306 0.047 "Search" 202.492416666667 8.09979072224023 0.506948846336422 "Clu" 3.163247 2.54401153515128
10 7 3 454 212.5 8 255.388870489509 11.1134826363635 1176 182 182 182 0.107 8 446 1388 231.333 0.816 992 130 130 130 0.076 "Search" 241.84796 4.8182634014488 0.517005437032788 "Clu" 3.163247 1.40934484886993
14 7 3 414 254.266666666667 15 216.570975150313 11.3093138322718 0 0 0 0 0 8 406 3680 262.857 0.965 1808 134 134 134 0.035 "Search" 233.648958666667 7.86605916451719 0.477534707630688 "Clu" 3.163247 1.89553197511204
18 7 3 378 287.6 10 272.147313410915 11.4457034509225 740 114 562 187.333 0.195 8 370 1924 320.667 0.669 888 390 390 390 0.136 "Search" 248.104553 6.89972310728487 0.63615759950788 "Clu" 3.163247 1.76168106108742
22 7 3 414 217.789473684211 19 207.620472446172 11.7271796955623 2580 266 400 200 0.097 12 402 3302 220.133 0.798 792 154 436 218 0.105 "Search" 205.592774210526 8.66661038101212 0.409682833186675 "Clu" 3.163247 3.15259954950994
2 7 4 186 201.058823529412 17 197.22383050296 11.6489972849179 824 218 218 218 0.064 8 178 3200 200 0.936 0 0 0 0 0 "Search" 223.112505882353 8.99662777625744 0.525777751460816 "Clu" 3.163247 2.90359458917138
7 7 4 414 249.6 20 173.247049298121 11.7499899440645 816 158 392 196 0.079 8 406 4600 255.556 0.921 0 0 0 0 0 "Search" 192.03425 9.92508803627771 0.483834640085644 "Clu" 3.163247 3.35974310081293
11 7 4 142 166.941176470588 34 173.242944998832 11.7947076907492 656 142 814 162.8 0.143 8 134 4612 164.714 0.813 1560 250 250 250 0.044 "Search" 221.2941984375 17.1960806890373 0.55358266929768 "Clu" 3.163247 5.39537059500471
15 7 4 202 201 12 183.471747593232 11.3266480954809 1084 234 234 234 0.097 8 194 2178 198 0.903 0 0 0 0 0 "Search" 230.328814166667 6.27077836988925 0.497546815044285 "Clu" 3.163247 1.94590849515923
19 7 4 366 218.571428571429 14 284.315718658895 11.6766819102902 648 194 654 218 0.214 8 358 2406 218.727 0.786 0 0 0 0 0 "Search" 211.250540714286 7.71657500757712 0.515453243445012 "Clu" 3.163247 2.35791971355638
23 7 4 438 206.5 32 135.358759438734 11.8228950365846 844 134 806 161.2 0.122 8 430 5342 213.68 0.808 1384 150 460 230 0.07 "Search" 204.46944634375 15.4140433018183 0.513725453470954 "Clu" 3.163247 4.97877625729001
2 8 1 206 171.777777777778 9 221.34350700507 11.1926864724894 488 110 474 158 0.307 8 198 1072 178.667 0.693 0 0 0 0 0 "Search" 257.483148888889 5.39318552948538 0.499215559273252 "Min" 3.504218 1.58551295497867
7 8 1 418 236.5 8 266.296162034967 11.0061403992058 820 114 490 163.333 0.259 8 410 1402 280.4 0.741 0 0 0 0 0 "Search" 274.53123375 4.29978853643691 0.446763079832792 "Min" 3.504218 1.16607947708351
11 8 1 162 160 10 226.076085610924 10.8161619665862 540 326 484 242 0.302 8 154 832 138.667 0.52 1000 162 284 142 0.178 "Search" 248.391608 5.68217822541339 0.50425171828058 "Min" 3.504218 1.56871699134884
15 8 1 110 180.857142857143 7 182.170564659268 10.7928735719247 884 354 484 242 0.382 8 102 562 187.333 0.444 680 158 220 110 0.174 "Search" 245.579638571429 2.97708115692789 0.317639641661715 "Min" 3.504218 1.06466301170809
19 8 1 386 213.428571428571 7 158.056518889864 10.7312196284591 424 62 574 191.333 0.384 8 378 600 300 0.402 812 222 320 160 0.214 "Search" 304.520364285714 3.56453648754382 0.399021397868915 "Min" 3.504218 1.12007979451059
23 8 1 174 161.111111111111 9 185.774073261514 11.2739497818129 496 134 292 146 0.201 8 166 1158 165.429 0.799 0 0 0 0 0 "Search" 238.367167777778 5.49944250419024 0.523853097038702 "Min" 3.504218 1.58551295497867
4 8 2 374 222.25 16 205.759194611458 11.2422047722384 1096 230 996 249 0.28 8 366 2120 212 0.596 2852 126 440 220 0.124 "Search" 260.778415625 8.54411821777115 0.513556611340036 "Min" 3.504218 2.42414887585531
8 8 2 398 173.076923076923 13 244.453134357013 11.5357508650157 444 178 356 178 0.158 8 390 1590 176.667 0.707 796 138 304 152 0.135 "Search" 247.405260769231 8.11266994730719 0.558342777685986 "Min" 3.504218 2.29018537941364
12 8 2 134 157.428571428571 7 157.167003058165 10.8452920714411 432 94 396 198 0.359 8 126 706 141.2 0.641 0 0 0 0 0 "Search" 237.478932857143 3.69806788016834 0.439578445780717 "Min" 3.504218 1.23317674276119
16 8 2 422 219.263157894737 19 274.126434638503 11.5493828456633 8 414 1416 236 0.34 1156 322 2282 207.455 0.548 472 122 468 234 0.112 "Search" 250.922166263158 9.54636528967765 0.477663795900809 "Min" 3.504218 3.23981491850871
20 8 2 410 404.666666666667 6 226.842278064409 10.7807625917651 608 162 162 162 0.067 8 402 2266 453.2 0.933 0 0 0 0 0 "Search" 205.268956666667 4.15888308335967 0.578869136866553 "Min" 3.504218 1.05700863665245
24 8 2 414 149.2 10 207.826785056933 11.0880059932388 448 122 710 142 0.476 8 406 782 156.4 0.524 0 0 0 0 0 "Search" 266.759566 6.64248680136726 0.563145344148129 "Min" 3.504218 1.76168106108742
5 8 3 446 248 8 231.064443072738 11.1969136121024 0 0 0 0 0 8 438 1354 270.8 0.682 492 226 630 210 0.318 "Search" 275.46036 5.26785815906333 0.54006313191532 "Clu" 4.057692 1.3258034308287
9 8 3 486 210.4 10 256.317913613048 11.3135163123277 100 386 386 386 0.183 1380 214 1020 170 0.485 548 366 698 232.667 0.332 "Search" 232.043596 5.6493884025904 0.516549575718757 "Clu" 4.057692 1.76168106108742
13 8 3 202 169.578947368421 19 232.944669285436 11.9606746204881 0 0 0 0 0 8 194 2600 162.5 0.807 576 326 622 207.333 0.193 "Search" 248.499889473684 12.3181324078827 0.63765055082391 "Clu" 4.057692 3.20449227577042
17 8 3 402 180.285714285714 14 376.547823410669 11.3423277731231 0 0 0 0 0 8 394 1958 178 0.776 616 122 566 188.667 0.224 "Search" 265.666065 8.37250809756222 0.568858897647831 "Clu" 4.057692 2.26613527366456
21 8 3 418 235.2 50 211.275235382114 12.0680278359424 7480 122 1166 233.2 0.099 8 410 10134 235.674 0.862 800 218 460 230 0.039 "Search" 262.399484285714 23.4868498320862 0.521670268681111 "Clu" 4.057692 7.00713112040261
25 8 3 458 282.470588235294 17 224.245755021542 11.5450738732725 5080 278 278 278 0.058 8 450 3786 291.231 0.788 804 210 738 246 0.154 "Search" 243.623118823529 10.2865735215101 0.593157300541057 "Clu" 4.057692 2.64432331778961
1 8 4 494 272.857142857143 7 211.691055585786 11.0600665156606 0 0 0 0 0 8 486 1910 272.857 1 0 0 0 0 0 "Search" 238.926332857143 4.00125413915609 0.491463643104694 "Clu" 4.057692 1.09882434642507
6 8 4 530 276.206896551724 29 235.973144651562 12.1215714011523 8408 106 106 106 0.013 16 514 7494 277.556 0.936 7972 410 410 410 0.051 "Search" 243.680281724138 16.5677411367342 0.58560774688028 "Clu" 4.057692 4.76267922479258
10 8 4 406 206 18 246.581489321994 11.8318464422133 4108 198 198 198 0.053 8 398 3510 206.471 0.947 0 0 0 0 0 "Search" 235.985177222222 10.9041907648038 0.589533536437727 "Clu" 4.057692 2.99082664805397
14 8 4 482 205.076923076923 13 313.849085983953 11.7175157308314 1188 186 464 232 0.174 8 474 2080 208 0.78 2980 122 122 122 0.046 "Search" 267.647339230769 8.93603509656604 0.642131100768495 "Clu" 4.057692 2.29018537941364
18 8 4 410 190.6 20 235.955349478428 11.8999385867051 440 50 438 146 0.115 8 402 3180 198.75 0.834 536 194 194 194 0.051 "Search" 246.932096315789 11.7363990875656 0.587416634247215 "Clu" 4.057692 3.30854378147268
22 8 4 478 202.4 20 223.490653071134 12.0777495509886 788 202 854 284.667 0.211 332 146 2968 185.5 0.733 3240 226 226 226 0.056 "Search" 260.163265 12.4228964714005 0.628313914086649 "Clu" 4.057692 3.52336212217483
1 9 1 466 262 6 124.624764906503 10.8746479800605 0 0 0 0 0 8 458 1406 281.2 0.894 1620 166 166 166 0.106 "Search" 249.676708333333 3.43183435112405 0.483221999432734 "Min" 3.169463 1.05700863665245
6 9 1 438 418 6 190.723661167218 10.8429997002187 1268 1246 1624 812 0.648 8 430 544 272 0.217 488 138 340 170 0.136 "Search" 218.466563333333 3.43183435112405 0.483221999432734 "Min" 3.169463 1.05700863665245
10 9 1 442 218.727272727273 11 227.468243768378 11.1797360570856 476 26 26 26 0.011 8 434 1136 284 0.472 548 198 1244 207.333 0.517 "Search" 213.594598181818 5.49702100322611 0.411669000240599 "Min" 3.169463 1.76221294894733
14 9 1 462 262.444444444444 9 180.522455263902 11.0376816926271 0 0 0 0 0 8 454 1122 224.4 0.475 508 166 1240 310 0.525 "Search" 208.588554444444 5.02134694969118 0.470923088619561 "Min" 3.169463 1.4399850752883
18 9 1 406 260.857142857143 7 216.428450805484 11.0897801511553 0 0 0 0 0 8 398 1090 363.333 0.597 448 226 736 184 0.403 "Search" 206.83891 2.58254511935192 0.328458029998225 "Min" 3.169463 1.23317674276119
22 9 1 34 170.888888888889 9 167.807451520387 11.2191171015536 324 134 134 134 0.087 8 26 728 182 0.473 504 154 676 169 0.44 "Search" 217.71884 4.05352256770185 0.42989199747823 "Min" 3.169463 1.47444171642874
3 9 2 118 186 11 156.1049407806 11.3138103867334 148 286 690 230 0.337 8 110 1174 167.714 0.574 1508 182 182 182 0.089 "Search" 241.972418181818 6.91449614457515 0.600980860813252 "Min" 3.169463 1.76001876518758
7 9 2 370 234.666666666667 12 173.046484842553 11.3047868327991 2168 210 210 210 0.075 8 362 2316 231.6 0.822 2896 290 290 290 0.103 "Search" 279.967045833333 7.06649916744205 0.550314289615977 "Min" 3.169463 2.02305471048698
11 9 2 38 129.466666666667 15 153.657038923114 11.6376756502135 608 106 240 120 0.124 8 30 1378 125.273 0.71 1140 182 324 162 0.167 "Search" 197.698356666667 7.34920700629943 0.475829154601083 "Min" 3.169463 2.54394615249731
15 9 2 382 222.571428571429 7 176.288521664967 11.1190710319716 744 198 324 162 0.208 8 374 1028 257 0.66 440 206 206 206 0.132 "Search" 196.18159 4.13478553178061 0.521920368302175 "Min" 3.169463 1.23317674276119
19 9 2 370 241.636363636364 11 230.617827363225 11.2036752062801 1256 158 264 132 0.099 8 362 2394 266 0.901 0 0 0 0 0 "Search" 209.038980909091 6.87433010284982 0.557446954662083 "Min" 3.169463 1.60843647671138
23 9 2 414 215.538461538462 13 225.233058667366 11.6109677624415 452 98 316 158 0.113 8 406 2486 226 0.887 0 0 0 0 0 "Search" 218.824653076923 7.6251515147954 0.571831288285018 "Min" 3.169463 2.19450031233091
4 9 3 502 258.75 16 234.775004818115 11.1726437963199 572 94 296 148 0.071 8 494 1312 218.667 0.317 1540 162 2532 316.5 0.612 "Search" 223.630974375 8.95216952198339 0.553527454021169 "Clu" 4.282398 1.34708732928041
8 9 3 402 186.727272727273 11 230.66249851934 11.6601896463026 456 130 130 130 0.063 8 394 1754 194.889 0.854 620 170 170 170 0.083 "Search" 224.926333636364 6.92038428720038 0.600980860813252 "Clu" 4.282398 1.93784916719616
